1	1878
2	1879
3	1880
4	1881
5	1882
6	1883
7-8	1885
9	1886
10	1887
11	1888
12	1889
13	1890
14	1891
15	1892
16	1893
17	1894
18	1895
19	1896
20	1897
21	1898
22	1899
23	1900
24	1901
25	1902
26	1903
27	1904
28	1905
29	1906
30	1907
31	1908
32	1909
33	1910
34	1911
35	1912
36	1913
37	1914
38	1915
39	1916
40	1917
41	1918
42	1919
43	1920
44	1921
45	1922
46	1923
47	1924
48	1925
49	1926
50	1928
51	1929
52	1930
53	1931
54	1932
55	1933
56	1934
57	1935
58	1936
59	1937
60	1938
61	1939
62	1940
63	1941
64	1942
65	1943
66	1944-1945
67	1946
68	1947
69	1948
70	1949
71	1950
72	1951
73	1952
74	1953
75	1954
76	1955
77	1956
78	1957
79	1958
80	1959
81	1960
82	1961
83	1962
84	1963
85	1964
86	1965
87	1966
88	1967
89	1968
90	1969
91	1970
92	1971
93	1972
94	1973
95	1974
96	1975
97	1976
98	1977
99	1978
100	1979
101	1980
102	1981
103	1982-1983
104	1984
105	1985
106	1986
107	1987
108	1988
109	1989
110	1990
111	1991
112	1992
113	1993
114	1994
115	1995
116	1996
117	1997
118	1998
119	1999
120	2000
121	2001
122	2002
123	2003
124	2004-2005
125	2006
126	2007
127	2008
128	2009
129	2010
130	2011
131	2012
132	2013
